Product_Category,Product_Name,Prodcut_Selling_Price,Prodcut_Mark_Price,Product_Rating,Product_link,Total_User,Product_subcategory1,Product_subcategory2,Product_ingredient,Product_Variety,Product_Availbility
hair-care,"MyGlamm 10% Niacinamide Clarifying Serum + Oriental Botanics Bhringraj & Amla Hair Mask, 200ml",₹686,"₹1,248",5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-oriental-botanics-bhringraj-amla-hair-mask-200ml.html,1,Face Serum,Hair Mask,"MyGlamm 10% Niacinamide Clarifying Serum:
Give It To Me Quick
Highly concentrated formula with 10% Niacinamide
Enriched with nourishing moringa & tiger grass
Unique light-weight, serum-gel texture
Balances out & evens skin tone
Serum has anti-inflammatory benefits 
Helps regulate sebum production
Reduces blemishes and tackles redness
Icons
 Cruelty-free Vegan Paraben-free Phthalate-free SLS-free Alcohol-free Mineral oil-free Silicone-free Gluten-free Sulphate-free Formaldehyde free Triclosan Fre TEA free D5 Free
Tell Me More
A non-sticky texture serum that delivers your daily dose of Vitamin B3 (Niacinamide), antioxidants, and nourishing natural ingredients that balance sebum activity and intensely hydrate parched skin. This mineral-oil free, dermatologically tested formula revitalizes your skin with 10% highly concentrated, pure niacinamide and zinc PCA. This powerful component not only helps control oil production but also defends against redness and reduces blemishes, dark spots and acne scars. The formula is enriched with natural actives including moringa and tiger grass that have antimicrobial properties and nourish skin. Additional ingredients in face serum include rose water which tones skin, and zinc PCA which regulates sebum levels. 
A special, additional infusion of tea plant and aloe vera have anti-inflammatory properties that help reduce dark spots. Hyaluronic acid is another active ingredient infused in this reliable formula. It provides multi-level hydration, deeply replenishes dehydrated skin and makes it visibly smoother. 
Benefits
Treats Acne and Blemishes
Niacinamide concentration helps reduce dark spots, treat hyperpigmentation and reduce pore lining; resulting in reduced acne. This makes it the perfect choice for oily skin.
Provide Moisture Boost
The addition of hyaluronic acid in this formula allows the skin to retain moisture, resulting in smooth, hydrated skin.
Reduces Inflammation 
Formulated to help reduce redness and inflammation of the skin, and the natural antioxidants added to this formula calm and soothe the skin.
The MyGlamm Serum Range is rooted in science-based innovation combined with natural actives formulated especially for Indian skin, to deliver lasting results and a more balanced, even and healthy skin tone.
Net Weight: 30g

Manufacturer Detail
Anapure Biocos, Plot No: 911, Phase 2 Ind. Area, Chandigarh - 160002

Country of Origin: India
Generic Name of  Product: MyGlamm 10% Niacinamide Clarifying Serum
Disclaimer: Colours of the makeup may vary due to the differences in computer monitors and phone screen resolutions.
Important: All products that will be shipped will have a shelf-life of minimum 12 months to 24 months.
Oriental Botanics Bhringraj & Amla Hair Mask, 200ml:
The potential benefits of using Bhringraj & Amla for hair include making hair stronger & healthier with each use. They are being used in hair care regimens since time memorial for their efficacy. They can also help get rid of dry and brittle hair while promoting healthy hair growth. Now you can sport shinier hair with Oriental Botanics Bhringraj & Amla Hair Mask.
The creamy textured nourishing Hair Mask from St.Botanica pampers your hair while strengthening the follicles. Combined with the finest of ingredients including Bhringraj & Amla, this Hair Mask is your hairs best friend and will add the required shine in them. The intense hair treatment Mask delivers everything effective nutrients to the strands to help prevent premature breakage and greying. Bhringraj & Amla are best known to help your hair fight sun damage and dandruff. These gentle and effective ingredients are safe for regular use. The formulation does not contain any harmful chemicals and thus can be used in the long run.
KEY INGREDIENTS
Bamboo -It helps prevent bald spots by promoting hair growth. It can make your hair lustrous
Neem -Aloe vera is a natural conditioner for your hair that provides nourishment to your hair strands and makes them healthier.
Bhringraj -Bamboo improves blood circulation on your scalp and promotes a thicker mane
Amla -Amla contains vitamins and minerals required by hair to remain healthy and strong.
Size:200 ML
Manufacturer detail:
Vedic Cosmeceuticals Pvt. Ltd. B-31, Sector 85, Gautam Budh Nagar, Uttar Pradesh - 201 305, India. Mfg. Lic. No.: UP16320000029
Country of Origin:
India
Disclaimer: We recommend carrying out a patch test
Important: All the products shipped will have a shelf life of minimum 6 months",[],
hair-care,MyGlamm 10% Niacinamide Clarifying Serum + St.Botanica Pro Keratin & Argan Oil Hair Serum 120ml,₹823,"₹1,498",5 ratings,https://www.myglamm.com/product/myglamm-10-niacinamide-clarifying-serum-stbotanica-pro-keratin-argan-oil-hair-serum-120ml-xo-jul.html,10,Face Serum, ,"MyGlamm 10% Niacinamide Clarifying Serum:
Give It To Me Quick
Highly concentrated formula with 10% Niacinamide
Enriched with nourishing moringa & tiger grass
Unique light-weight, serum-gel texture
Balances out & evens skin tone
Serum has anti-inflammatory benefits 
Helps regulate sebum production
Reduces blemishes and tackles redness
Icons
 Cruelty-free Vegan Paraben-free Phthalate-free SLS-free Alcohol-free Mineral oil-free Silicone-free Gluten-free Sulphate-free Formaldehyde free Triclosan Fre TEA free D5 Free
Tell Me More
A non-sticky texture serum that delivers your daily dose of Vitamin B3 (Niacinamide), antioxidants, and nourishing natural ingredients that balance sebum activity and intensely hydrate parched skin. This mineral-oil free, dermatologically tested formula revitalizes your skin with 10% highly concentrated, pure niacinamide and zinc PCA. This powerful component not only helps control oil production but also defends against redness and reduces blemishes, dark spots and acne scars. The formula is enriched with natural actives including moringa and tiger grass that have antimicrobial properties and nourish skin. Additional ingredients in face serum include rose water which tones skin, and zinc PCA which regulates sebum levels. 
A special, additional infusion of tea plant and aloe vera have anti-inflammatory properties that help reduce dark spots. Hyaluronic acid is another active ingredient infused in this reliable formula. It provides multi-level hydration, deeply replenishes dehydrated skin and makes it visibly smoother. 
Benefits
Treats Acne and Blemishes
Niacinamide concentration helps reduce dark spots, treat hyperpigmentation and reduce pore lining; resulting in reduced acne. This makes it the perfect choice for oily skin.
Provide Moisture Boost
The addition of hyaluronic acid in this formula allows the skin to retain moisture, resulting in smooth, hydrated skin.
Reduces Inflammation 
Formulated to help reduce redness and inflammation of the skin, and the natural antioxidants added to this formula calm and soothe the skin.
The MyGlamm Serum Range is rooted in science-based innovation combined with natural actives formulated especially for Indian skin, to deliver lasting results and a more balanced, even and healthy skin tone.
Disclaimer: Colours of the makeup may vary due to the differences in computer monitors and phone screen resolutions.
St.Botanica Pro Keratin & Argan Oil Hair Serum 120ml:
The extraordinary blend of ingredients in Pro-Keratin & Argan Oil Hair Serum is your way to softer, smoother and more glamorous hair. It is formulated to offer that extra love and care that your hair deserves. The concoction of everything essential will leave you with a gorgeously flowing mane.
Protect your hair from the daily wear and tear with Pro-Keratin & Argan Oil Hair serum. Keratin Protein helps protect your hair from damage and helps detangle them easily in the long run. Constant tug and stretch leaves your strands vulnerable to breakage and split ends. This Hair Serum will give your mane a more replenished look and leave them looking healthy and strong. Argan Oil delivers the essential nutrients to your hair and helps prevent premature breakage. The deeply nourishing combination of ingredients improves the overall appearance of your mane and helps them preserve elasticity in the long run. The non-greasy texture easily helps tame frizzy hair while detangling the mane.
Whats Inside?
Keratin Protein:Keratin helps make hair less frizzy, easily detangles them and makes them easier to style
Argan Oil:Argan Oil helps take care of dry and damaged hair. It adds shine into the strands and smooths out the edges.
Vitamin E:Vitamin E helps prevent hair from damage. It keeps the strands moisturized and hydrated for long.
What Our Hair Serum Doesnt Do?
Change Your Hair Color Pro Keratin & Argan Oil Hair Serum is suitable for all hair types and color. It will help preserve the natural hair color, without altering it.
Dry Out The Strands The Hair Serum will coat each strand with enough hydration & moisturization. This will keep dry and rough hair problems at bay.
Replace Healthy Lifestyle Healthy living is the ultimate solution to healthy hair. Nothing can make up for an unhealthy lifestyle. It is irreplaceable.
Size:120 ML
Manufacturer detail:
Naturis Cosmetics Pvt. Ltd 1, EPIP, SIDCO Industrial Complex, Bari Brahmana, Jammu- 181 133, Jammu & Kashmir
Country of Origin:
India
Disclaimer: We recommend carrying out a patch test
Important: All the products shipped will have a shelf life of minimum 6 months",[],
hair-care,,,,,https://www.myglamm.com/product/myglamm-superfoods-onion-moringa-serum.html,, , ,,[],
hair-care,BabyChakra Natural Foaming Wash & Shampoo 200ml,₹186,₹249,5 ratings,https://www.myglamm.com/product/babychakra-natural-foaming-wash-shampoo-200ml.html,4,Hair Shampoo, ,,[],
hair-care,"Pro Keratin & Argan Oil Smooth Therapy Shampoo, 175ml",₹359,,5 ratings,https://www.myglamm.com/product/pro-keratin-argan-oil-smooth-therapy-shampoo-175ml-new.html,5,Bath & Shower,Shampoo,,[],
skincare,"POPxo Fresh Start Deep Moisturising Cucumber Sheet Mask| Hydrating Face Mask With Hyaluronic Acid, Niacinamide & Lemon For Dewy Skin",₹79,₹99,4.9 ratings,https://www.myglamm.com/product/popxo-fresh-start-deep-moisturising-cucumber-sheet-mask.html,236,Masks,Sheet Mask,"Give It To Me Quick:
Moisturising sheet mask
Cucumber and Hyaluronic Acid for deep hydration
Niacinamide and Lemon Extract to brighten
Soothes puffiness and irritated skin
Has a cooling effect on the skin
Protects against oxidative stress
Reduces the appearance of fine lines and wrinkles
Biodegradable
Cucumber Mint scented sheet
Our Promise:
Alcohol-free Paraben-free Sulphates Cruelty-free Vegan Phthalate-free Mineral Oil-free Gluten-free Biodegradable
Tell Me More:
Meet the CEO of your dewy skin routine, the POPxo Fresh Start Deep Moisturising Sheet Mask. Treat yourself to the thirst-quenching power of cucumber and Hyaluronic Acid. The power duo will make your skin feel juicy even after the long hours of dehydration. Dive face-first into the brightening and refining benefits of Niacinamide and Lemon Extract for an instant glow-up and protection against oxidative stress. A formula thats the pinnacle of feel good, look better! This biodegradable sheet mask is also super soothing and takes away puffiness and irritation after long days (and longer nights). And its refreshing Cucumber Mint scent will feel like a spa day on a summer vacay.
Hydration thats as extra as you? Yes, please!
Benefits:
Skin Bae: With natural favourites and skin-gredient heroes combined, this moisturising mask leaves you refreshed and glowing.
Hydration Goals: 20-minute solution for dehydrated, dry skin.
Mood Booster: This sheet mask has a cooling effect on the skin and the gorgeous scent of cucumber and mint will put a smile on your face.
G.O.A.T Masking: Biodegradable and ultra-soothing, this sheet mask makes EOD mask time extra relaxing.
Whos It For: For the girl who wants to be a #DewyDumpling.
Toxins? Hell no!: Rich in good-for-skin ingredients, this formula is also free of alcohol, parabens and sulphates.
Take it up a POP: Hey there, it's time to rise 'n' slay with POPxo Makeup and Skincare! We make looking and feeling your absolute best a total cakewalk, and truly believe that beauty is meant to be fun, fabulous and filled with a whole lotta sass. Say yes please to fantastic formulas that don't break the bank & products that look so good, you'll want the whole squad. Get ready to make every day straight-up fire, and live your best life with POPxo!
Manufacturers Address:
Jina Cosmetics Private Limited, Plot No. 22-25, Sonal Industrial Estate, Sanand ViramgamHighway, Khoda, Sanand, Ahmedabad - 382 110
Country of Origin: India
Net Quantity: 25ml
Generic Name for Product: POPxo Sheet Mask
Dimensions of the Product: L: 160mm B: 120mm H: 160mm
Disclaimer: Colours of the makeup may vary due to the differences in computer monitors and phone screen resolutions.
Important: All makeup products that will be shipped will have a shelf-life of a minimum 8 months to 24 months.",[],ADD TO BAG
skincare,POPxo Glow Goals Illuminating Sunscreen SPF 30 PA+++ 30g,₹262,₹349,5 ratings,https://www.myglamm.com/product/popxo-glow-goals-illuminating-sunscreen-spf-30.html,56,Sunscreen, ,,[],
skincare,POPxo Sheet Mask Pack of 2,₹168,₹198,4.9 ratings,https://www.myglamm.com/product/popxo-sheet-mask-pack-of-2-99xo-feb.html,36,Masks,Sheet Mask,"POPxo Sundowner Soothing Chammomile Sheet Mask:
Ideal for EOD skincare
Give It To Me Quick:
After-sun, soothing sheet mask and
Chamomile to calm and soothe skin
Niacinamide and Hyaluronic Acid to brighten and hydrate
Rice Water and Calendula to cool and soothe
Reduces redness and irritation instantly
Protects against free radical damage
Anti-inflammatory and antibacterial
Reduces signs of ageing
Biodegradable
Lily scented sheet
POPxo De-Tan Jam Instant Brightening Yoghurt Sheet Mask:
Sheet mask for a post-sun glow up
Give It To Me Quick:
De-tanning sheet mask
Niacinamide, Hyaluronic Acid & Sandalwood to brighten
Apricot for increased skin elasticity and clarity
Yoghurt to remove dead skin cells
Brightens skin and fades dark spots
Reduces dullness caused by sun exposure
Brings back lost moisture
Improves skin elasticity
Reduces fine lines and wrinkles
Biodegradable
Apricot scented sheet
Our Promise:
Alcohol-free Paraben-free Sulphates Cruelty-free Vegan Phthalate-free Mineral Oil-free Gluten-free Biodegradable
Benefits:
Skin Bae: With natural favourites and skin-gredient heroes combined, this soothing sheet mask leaves you worry-free and glowing.
Fix-It Formula: 20-minute solution to resolve redness, irritated skin and reduce dullness, pigmentation caused by sun exposure.
Mood Booster: These face mask sheets has an instant calming effect on the skin and the gorgeous scent that will put a smile on your face.
G.O.A.T Masking: Biodegradable and ultra-soothing, this sheet mask makes EOD mask time extra relaxing.
Whos It For: For the girl who wants to go from sunburn to #SkinGoals!
Toxins? Hell no!: Rich in good-for-skin ingredients, this formula is also free of alcohol, parabens and sulphates.
Manufacturers Address:
Jina Cosmetics Private Limited, Plot No. 22-25, Sonal Industrial Estate, Sanand ViramgamHighway, Khoda, Sanand, Ahmedabad - 382 110
Country of Origin:India
Net Quantity: 25g
Disclaimer: Colours of the makeup may vary due to the differences in computer monitors and phone screen resolutions.",[],
skincare,GLOW Iridescent Brightening Foam Cleanser,₹547,₹995,4.9 ratings,https://www.myglamm.com/product/glow-iridescent-brightening-foam-cleanser.html,166,Cleansing Products,Cleanser,,[],
skincare,MyGlamm Vitamin C Lumi Cream 30g,₹239,₹299,5 ratings,https://www.myglamm.com/product/vitamin-c-lumi-cream.html,10,Moisturiser, ,,[],
skincare,POPxo First Kiss Lip Balm SPF 15 | Enriched with Vitamin E and Shea Butter For Dry & Chapped Lips,₹129,,5 ratings,https://www.myglamm.com/product/popxo-first-kiss-lip-balm-spf-15.html,188,Sunscreen, ,,[],
skincare,"St.Botanica Goji Berry Day Cream with Vitamin C, For Glowing Skin, SPF 15",₹419,₹599,5 ratings,https://www.myglamm.com/product/stbotanica-goji-berry-day-cream-with-vitamin-c-for-glowing-skin-spf-15.html,3,Face Care, ,,[],
skincare,POPxo Glow Goals Illuminating Sunscreen SPF 30 PA+++ 30g Pack of 2,₹453,₹698,5 ratings,https://www.myglamm.com/product/popxo-glow-goals-illuminating-sunscreen-spf-30-pa-30g-pack-of-2-may-surv.html,65,Sunscreen, ,"Give It To Me Quick:
Broad-spectrum protection with SPF 30 PA+++
SPF 30 blocks 97% of UVB rays
Provides upto 5 hrs of UVB protection
A beautiful base for foundation & boosts skin radiance with Gold Dust
3 in 1 - Sunscreen, highlighter & primer
Illuminating foundation base for radiant, glowing sun protected skin that is well hydrated
Protects against blue light from electronic devices
Non-sticky
Dermatologically-tested sunscreen
For all skin types
Icons:
 Cruelty-free Alcohol-free Paraben-free
Tell Me More:
Its time to get lit-from-within skin. This heavyweight champion of the sunscreen world comes with SPF 30 PA +++, and the power of a vacay highlight combined! A unique, one-of-a-kind formula that will take your sunscreen game up a notch. Making a skin investment (that the future you will thank you for) just became a no brainer.
The POPxo Glow Goals Illuminating Sunscreen SPF 30, does it all. Luminizing, moisturising, priming and protecting - all in a glow-giving formula your skin will drink up. This sunscreen contains 70% more moisture from a cocktail of powerful plant-derived hydrating agents, unique 3D Matrix technology and cocoa seed extract for total #GlowGirl realness. You never have to worry about blue light and inflammation again. Fine golden pearl dust boosts radiance, gives you an IRL highlight (that looks great under makeup) and sea plankton extract protects from environmental factors. Its the ultimate BFF for sun-kissed days, so go and get that golden-hour-glow!
And dont forget - cool girls wear sunscreen everyday! #POPxoSPFisYourBFF
Benefits:
Make POPxo SPF Your BFF: With SPF 30 PA+++, this sunscreen provides power-packed protection against UVA and UVB rays.
Make a Skinvestment: Its always a good time to start following the best skin advice ever - wear sunscreen every. single. day!
Literal Glow Goals: A multitasking miracle that does the job of a moisturiser, primer, sunscreen and highlighter.
#Skin Goals: The illuminating formula also drenches your skin in moisture for a healthy, hydrated finish.
Whos It For: The golden girl whos always chasing sunsets.
Toxins? Hell, no!: Rich in good-for-skin ingredients, this formula is also free of alcohol and parabens.
Take it up a POP: Hey there, it's time to rise 'n' slay with POPxo Makeup and Skincare! We make looking and feeling your absolute best a total cakewalk, and truly believe that beauty is meant to be fun, fabulous and filled with a whole lotta sass. Say yes please to fantastic formulas that don't break the bank in products that look so good, you'll want the whole squad. Get ready to make every day straight fire, and live your best life with POPxo!
Manufacturer: Anapure Biocos, plot no. 911, phase 2 ind area, chandigarh 160002 
Country of Origin: India 
Net weight: 30g
Generic name: Sunscreen 
Dimension: (L-cm X B-cm X H-cm): 2.9 CM X B: 2.9 CM X H: 12.5 CM
Disclaimer: Colours of the makeup may vary due to the differences in computer monitors and phone screen resolutions.",[],
skincare,"St.Botanica BHA Salicylic Acid 1% + Hyaluronic Acid 0.5% Clarifying Face Serum, 20ml",₹349,₹499,5 ratings,https://www.myglamm.com/product/stbotanica-bha-salicylic-acid-1-hyaluronic-acid-05-clarifying-face-serum-20ml.html,1,Face Serum, ,,[],
skincare,St.Botanica Goji Berry Face Wash with Vitamin C,₹249,,5 ratings,https://www.myglamm.com/product/stbotanica-goji-berry-face-wash-with-vitamin-c.html,1,Face Care, ,,[],
skincare,"St.Botanica Goji Berry Day Cream with Vitamin C, For Glowing Skin, SPF 15 + St.Botanica BHA Salicylic Acid 1% + Hyaluronic Acid 0.5% Clarifying Face Serum, 20ml",₹603,"₹1,098",,https://www.myglamm.com/product/stbotanica-goji-berry-day-cream-with-vitamin-c-for-glowing-skin-spf-15-stbotanica-bha-salicylic-acid-1-hyaluronic-acid-05-clarifying-face-serum-20ml.html,,Face Serum, ,"St.Botanica Goji Berry Day Cream with Vitamin C, For Glowing Skin, SPF 15:
Protect, revitalize & brighten the skin with St.Botanica Goji Berry Day Cream + SPF 15 infused with skincare ""superfood"" Goji Berry. This potent formula targets dark spots, wrinkles and uneven skin tone.
Infused with Goji Berry, Dragon Fruit & Vitamin C, this day cream is rich in antioxidants that help fight skin damage and ageing.
The lightweight formula infuses moisture into the skin, leaving it soft, smooth and radiant. Dragon Fruit is an excellent moisture booster.
It has SPF 15 which provides much-needed protection against harmful UV rays that cause premature skin ageing and tanning.
Start your morning by flaunting healthy glowing skin with Goji Berry. Dont let the looks of this tiny red Himalayan berry fool you because they have500X more Vitamin C than Oranges*! Other ingredients in the formula, Dragon Fruit & Vitamin C, are bonus additions that boost the effectiveness of Goji Berry cream by helping to fade dark spots and fight signs ofskinageing. This blend of antioxidants with sun protection of SPF 15 comes in a non-sticky formula that doesnt leave the skin greasy or dull. To enjoy soft, smooth & blemish-free skin, use this cream every morning for the best results.
*When compared with the nutritional value of Goji Berry and Orange by weight.
Benefits
Brightens Skin:Infused with Vitamin C, a potent skin brightener, it targets pigmentation and dull skin by regulating melanin production. It helps reduce dark spots and pigmentation to reveal brighter skin.
Sun Protection:This SPF 15-enriched day cream helps protect the skin from the damage caused by harmful UVA & UVB rays, while the antioxidants prevent oxidative stressors that take a toll on the skin.
Youthful Radiance:This day cream helps boost collagen production to prevent fine lines and wrinkles. With Goji Berry, this cream helps increase skin elasticity significantly.
Nourishes:Enriched with Dragon Fruit and Niacinamide, this day cream hydrates & nourishes the skin, keeping it soft & supple throughout the day.
For Best Results:Use the St.Botanica Goji Berry & Vitamin C Day Cream daily with other products from the range for the best results.
Who Should Use?
St.Botanica Goji Berry Day Cream is suitable for normal, dry, oily & combination skin types. It is well suited for anyone with uneven skin tone. Patch testing is recommended for sensitive skin people.
Why Should You Use It?
Cruelty-free
Vegan
No Parabens
No SLS
No Mineral Oils
No Silicones
Ethically sourced natural ingredients
St.Botanica BHA Salicylic Acid 1% + Hyaluronic Acid 0.5% Clarifying Face Serum, 20ml:
Salicylic Acid is a member of the Beta Hydroxy Acid (BHA) family. Since it is oil-soluble, the ingredient penetrates deep into the skin layers to unclog pores and exfoliate.
This anti-acne serum is well-suited for mild acne, blackheads & whiteheads and prevents future breakouts. It is also effective in dissolving impurities and improving the texture of acne-ridden skin.
1% concentration of Salicylic Acid is blended with 0.5% Hyaluronic Acid to offer safe and intensive hydration.
This gentle & mild blend of skin-nourishing ingredients will help control excess sebum production and keep your skin clean, clear and beautiful.
Let acne be a thing of the past with St.Botanica Salicylic Acid 1% + HAFace Serum. It is a gentle chemical exfoliant that seeps deep into the skin to unclog dirt, excess oil & toxins from pores. It helps to reduce acne, whiteheads & blackheads. Salicylic Acid also controls excess sebum production. The 0.5% Hylauronic Acid hydrates and soothes inflamed skin. With nourishing natural ingredients like Aloe Vera, Vitamin E & Pro-Vitamin B5, this skin-clarifying Salicylic Acid serum keeps the skin soft & healthy. Consistent use of this serum will improve texture & pigmentation.
Benefits of Using This Product
Exfoliates Skin: Salicylic Acid helps to unclog pores and reduce acne scars. It penetrates deep into the skin to gently exfoliate, boost skin cell turnover & improve skin texture.
Clears Acne: It reduces the chance of future breakouts by keeping dirt, oil & dead skin away. It helps regulate sebum production to combat oily skin. It also contains 0.5% Hyaluronic Acid & Aloe Vera gel that soothes inflamed skin.
Hydrates & Nourishes: Infused with 0.5% Hyaluronic Acid, this unique hydrating serum for the face preserves skin elasticity and plumps the skin.
For Soft, Supple Skin: The powerful blend of this serum with Vitamin E, Pro-Vitamin B5 & Willow Bark Extract helps moisturise skin & strengthen the skin barrier. It smoothens skin for soft & supple skin.
Paraben-free Formula: This Salicylic Acid face serum isfree from harmful chemicals, nasties & toxins. It is paraben-free, silicone-free and sulphate-free.
Who should use it?
Salicylic Acid Serum is most beneficial for people with oily, combination & acne-prone skin. It controls sebum and helps reduce acne.
Why should you use it?
No mineral oils
No sulphates
No parabens
No silicones
Ethically sourced natural ingredients
Cruelty-free
Size:20 ML
Manufacturer detail:
Naturis Cosmetics Pvt. Ltd 1, EPIP, SIDCO Industrial Complex, Bari Brahmana, Jammu- 181 133, Jammu & Kashmir
Country of Origin:
India
Disclaimer: We recommend carrying out a patch test
Important: All the products shipped will have a shelf life of minimum 6 months",[],
skincare,MyGlamm 15% Vitamin C Brightening Serum enriched with Pomegranate and Licorice,₹559,₹799,5 ratings,https://www.myglamm.com/product/myglamm-15-vitamin-c-brightening-serum-enriched-with-pomegranate-and-licorice.html,248,Face Serum,Serum,,[],
skincare,"St.Botanica Goji Berry Face Serum with Vitamin C, For Glowing Skin",₹419,₹599,5 ratings,https://www.myglamm.com/product/stbotanica-goji-berry-face-serum-with-vitamin-c-for-glowing-skin.html,4,Face Serum, ,,[],
skincare,"St.Botanica B3 Niacinamide 5% + Hyaluronic Acid 5% Professional Face Serum, 20ml",₹349,₹499,,https://www.myglamm.com/product/stbotanica-b3-niacinamide-5-hyaluronic-acid-5-professional-face-serum-20ml.html,,Face Serum, ,,[],
skincare,POPxo Selfie-Ready Tinted Sunscreen SPF 50 PA+++ 30g,₹399,₹499,4.9 ratings,https://www.myglamm.com/product/popxo-selfie-ready-tinted-sunscreen-spf-50.html,30,SunScreen, ,,[],
skincare,"St.Botanica Hyaluronic Acid + Vitamin C & E Face Serum, 20ml",₹419,₹599,5 ratings,https://www.myglamm.com/product/stbotanica-hyaluronic-acid-vitamin-c-e-face-serum-20ml.html,2,Face Serum, ,,[],
skincare,POPxo H2O Booster Sunscreen Gel SPF 30 PA+++ 30g,₹262,₹349,4.9 ratings,https://www.myglamm.com/product/popxo-h20-booster-sunscreen-gel-spf-30.html,15,SunScreen, ,,[],
skincare,St.Botanica Goji Berry Sunscreen Serum SPF50 PA+++,₹349,₹499,,https://www.myglamm.com/product/stbotanica-goji-berry-sunscreen-serum-spf50-pa.html,,Sunscreen, ,,[],
